question_id,disease_category,disease_prevalence,question_type,requires_visual_reasoning,original_disease,canonical_disease,disease_subcategory
682,Neoplastic,moderate,diagnosis,True,Nodular Melanoma,Nodular Melanoma,Malignant
683,Neoplastic,rare,diagnosis,False,Invasive Pleomorphic Lobular Carcinoma,Invasive Pleomorphic Lobular Carcinoma,Malignant
674,Infectious,moderate,diagnosis,False,Chronic Diabetic Foot Osteomyelitis,Diabetic Foot Osteomyelitis,Bacterial
685,Neoplastic,moderate,diagnosis,False,Triple-Negative Breast Cancer,Triple-Negative Breast Cancer,Malignant
684,Neoplastic,common,diagnosis,False,Invasive Ductal Carcinoma,Invasive Ductal Carcinoma,Malignant
686,Other,rare,diagnosis,False,Idiopathic Cd4+ T Lymphocytopenia,Idiopathic CD4+ T-Lymphocytopenia,Unclassified
687,Inflammatory,moderate,diagnosis,False,Lupus Nephritis,Lupus Nephritis,Autoimmune
688,Neoplastic,rare,diagnosis,False,Extraskeletal Ewing Sarcoma,Extraskeletal Ewing Sarcoma,Malignant
689,Other,rare,diagnosis,False,General,General,Unclassified
690,Inflammatory,moderate,diagnosis,False,Juvenile Xanthogranuloma,Juvenile Xanthogranuloma,Autoimmune
691,Inflammatory,rare,diagnosis,False,Acquired Angioedema Due To C1-Inhibitor Deficiency,Acquired Angioedema Due To C1-Inhibitor Deficiency,Vascular & Urticarial
693,Neoplastic,rare,diagnosis,True,Lymphomatoid Papulosis,Lymphomatoid Papulosis,Premalignant
692,Neoplastic,moderate,diagnosis,False,Extranodal Marginal Zone Lymphoma,Extranodal Marginal Zone Lymphoma,Malignant
696,Inflammatory,rare,diagnosis,True,Toxic Epidermal Necrolysis,Toxic Epidermal Necrolysis,Autoimmune
697,Inflammatory,rare,diagnosis,False,Eosinophilic Pustular Folliculitis,Eosinophilic Pustular Folliculitis,Neutrophilic
694,Infectious,rare,diagnosis,False,Cutaneous Anthrax,Cutaneous Anthrax,Bacterial
698,Neoplastic,rare,diagnosis,False,Gastric-Type Endocervical Adenocarcinoma In Situ,Gastric-Type Endocervical Adenocarcinoma In Situ,Premalignant
699,Inflammatory,moderate,diagnosis,False,Systemic Sclerosis,Systemic Sclerosis,Autoimmune
700,Inflammatory,rare,diagnosis,False,Sapho Syndrome,SAPHO Syndrome,Neutrophilic
701,Other,rare,diagnosis,False,Nicolau Syndrome,Nicolau Syndrome,Drug-Induced
702,Infectious,rare,diagnosis,True,Crusted (Norwegian) Scabies,Crusted Scabies,Parasitic & Other
703,Neoplastic,rare,diagnosis,False,Pleural Mesothelioma,Pleural Mesothelioma,Malignant
704,Neoplastic,rare,diagnosis,False,Epidermotropic Metastatic Melanoma,Epidermotropic Metastatic Melanoma,Malignant
705,Inflammatory,rare,diagnosis,False,Crohn'S Disease Induced By Il-17A Inhibitor Therapy,Crohn's Disease Induced by IL-17A Inhibitor Therapy,Neutrophilic
706,Inflammatory,moderate,diagnosis,True,Oral Lichen Planus,Oral Lichen Planus,Papulosquamous
707,Infectious,common,diagnosis,True,Candidal Stomatitis,Oral Candidiasis,Fungal
708,Inflammatory,rare,diagnosis,False,Granulomatosis With Polyangiitis,Granulomatosis With Polyangiitis,Vascular & Urticarial
710,Inflammatory,rare,diagnosis,False,Eosinophilic Granulomatosis With Polyangiitis,Eosinophilic Granulomatosis with Polyangiitis,Vascular & Urticarial
709,Infectious,moderate,diagnosis,True,Cutaneous Leishmaniasis,Cutaneous Leishmaniasis,Parasitic & Other
711,Genetic Rare,rare,diagnosis,False,Familial Partial Lipodystrophy Type 2 (Dunnigan Syndrome),Familial Partial Lipodystrophy Type 2,Metabolic-Genetic
712,Genetic Rare,rare,diagnosis,False,Nail-Patella Syndrome,Nail-Patella Syndrome,Syndromic
714,Infectious,moderate,diagnosis,False,Hcv-Related Mixed Cryoglobulinemia,HCV-Related Mixed Cryoglobulinemia,Viral
713,Inflammatory,rare,diagnosis,False,Dapsone Hypersensitivity Syndrome,Dapsone Hypersensitivity Syndrome,Eczematous
715,Inflammatory,rare,diagnosis,False,Hypocomplementemic Urticarial Vasculitis Syndrome,Hypocomplementemic Urticarial Vasculitis Syndrome,Vascular & Urticarial
717,Infectious,rare,diagnosis,True,Trichodysplasia Spinulosa,Trichodysplasia Spinulosa,Viral
719,Inflammatory,rare,diagnosis,False,Immune Checkpoint Inhibitor-Induced Myositis,Immune Checkpoint Inhibitor-Induced Myositis,Autoimmune
718,Metabolic Systemic,rare,diagnosis,False,Aa Amyloidosis,AA Amyloidosis,Systemic Disease Manifestations
720,Infectious,common,diagnosis,False,Tinea Pedis,Tinea Pedis,Fungal
721,Infectious,common,diagnosis,False,Onychomycosis,Onychomycosis,Fungal
722,Inflammatory,rare,diagnosis,True,Pyodermatitis-Pyostomatitis Vegetans,Pyodermatitis-Pyostomatitis Vegetans,Neutrophilic
723,Inflammatory,moderate,diagnosis,False,Granulomatosis With Polyangiitis,Granulomatosis With Polyangiitis,Vascular & Urticarial
724,Genetic Rare,rare,diagnosis,True,Dowling–Degos Disease,Dowling–Degos Disease,Genodermatoses
726,Neoplastic,moderate,diagnosis,False,Glioblastoma,Glioblastoma,Malignant
727,Infectious,common,diagnosis,True,Condyloma Acuminata,Condylomata Acuminata,Viral
725,Inflammatory,rare,diagnosis,False,Immune Checkpoint Inhibitor-Related Dysautonomia,Immune Checkpoint Inhibitor-Related Dysautonomia,Autoimmune
730,Inflammatory,common,diagnosis,False,Psoriasis,Psoriasis,Papulosquamous
728,Inflammatory,rare,diagnosis,False,Takayasu Arteritis,Takayasu's Arteritis,Vascular & Urticarial
731,Inflammatory,rare,diagnosis,False,Immune Checkpoint Inhibitor-Induced Hepatic Sarcoidosis-Like Reaction,Immune Checkpoint Inhibitor-Induced Hepatic Sarcoidosis-Like Reaction,Autoimmune
732,Genetic Rare,rare,diagnosis,False,Hermansky-Pudlak Syndrome,Hermansky-Pudlak Syndrome,Syndromic
733,Neoplastic,rare,diagnosis,False,Squamous Cell Carcinoma Arising In Hidradenitis Suppurativa,Squamous Cell Carcinoma Arising In Hidradenitis Suppurativa,Malignant
734,Neoplastic,rare,diagnosis,False,Proliferating Trichilemmal Tumor,Proliferating Trichilemmal Tumor,Premalignant
736,Inflammatory,rare,diagnosis,False,Takayasu Arteritis,Takayasu's Arteritis,Vascular & Urticarial
737,Inflammatory,rare,diagnosis,False,Sapho Syndrome,SAPHO Syndrome,Neutrophilic
738,Inflammatory,moderate,diagnosis,False,Iga Vasculitis,IgA Vasculitis,Vascular & Urticarial
740,Inflammatory,moderate,diagnosis,False,Acute Graft-Versus-Host Disease,Acute Graft-Versus-Host Disease,Autoimmune
741,Neoplastic,rare,diagnosis,True,In Situ Vulvar Melanoma,Vulvar Melanoma In Situ,Premalignant
742,Inflammatory,rare,diagnosis,False,Anca-Associated Vasculitis,ANCA-Associated Vasculitis,Vascular & Urticarial
743,Other,moderate,diagnosis,False,Pulmonary Bulla,Pulmonary Bulla,Unclassified
744,Inflammatory,rare,diagnosis,False,Acne Fulminans,Acne Fulminans,Neutrophilic
745,Inflammatory,moderate,diagnosis,True,Discoid Lupus Erythematosus,Discoid Lupus Erythematosus,Autoimmune
746,Pigmentation,moderate,diagnosis,False,Vitiligo,Vitiligo,Hypopigmentation
748,Neoplastic,rare,diagnosis,True,Large Congenital Melanocytic Nevus,Large Congenital Melanocytic Nevus,Premalignant
749,Neoplastic,rare,diagnosis,False,Congenital Melanocytic Nevus With Proliferative Nodule,Congenital Melanocytic Nevus With Proliferative Nodule,Benign
750,Inflammatory,moderate,diagnosis,False,Pyoderma Gangrenosum,Pyoderma Gangrenosum,Neutrophilic
747,Infectious,rare,diagnosis,False,Trichophyton Indotineae,Trichophyton Indotineae Infection,Fungal
751,Infectious,moderate,diagnosis,True,Cutaneous Leishmaniasis,Cutaneous Leishmaniasis,Parasitic & Other
753,Infectious,moderate,diagnosis,False,Disseminated Leishmaniasis,Disseminated Leishmaniasis,Parasitic & Other
754,Inflammatory,moderate,diagnosis,False,Granulomatosis With Polyangiitis,Granulomatosis With Polyangiitis,Vascular & Urticarial
752,Neoplastic,moderate,diagnosis,False,Follicular Lymphoma,Follicular Lymphoma,Malignant
755,Inflammatory,moderate,diagnosis,True,Dermatomyositis,Dermatomyositis,Autoimmune
756,Neoplastic,common,diagnosis,False,Basal Cell Carcinoma,Basal Cell Carcinoma,Malignant
757,Inflammatory,rare,diagnosis,False,Serum Sickness,Serum Sickness,Vascular & Urticarial
758,Inflammatory,rare,diagnosis,False,Cryoglobulinemic Membranoproliferative Glomerulonephritis,Cryoglobulinemic Membranoproliferative Glomerulonephritis,Vascular & Urticarial
759,Infectious,rare,diagnosis,False,Mycobacterium Abscessus Infection,Mycobacterium Abscessus Infection,Bacterial
762,Inflammatory,moderate,diagnosis,False,Anca-Associated Vasculitis (Pauci-Immune Glomerulonephritis),ANCA-Associated Vasculitis,Vascular & Urticarial
760,Pigmentation,rare,diagnosis,True,Mitragyna Speciosa-Induced Hyperpigmentation,Mitragyna Speciosa-Induced Hyperpigmentation,Hyperpigmentation
763,Neoplastic,rare,diagnosis,True,Schwannoma,Schwannoma,Benign
761,Infectious,moderate,diagnosis,False,Non-Tuberculous Mycobacterial Skin Infection,Non-Tuberculous Mycobacterial Skin Infection,Bacterial
765,Inflammatory,rare,diagnosis,True,Toxic Epidermal Necrolysis,Toxic Epidermal Necrolysis,Autoimmune
764,Genetic Rare,rare,diagnosis,True,Xeroderma Pigmentosum,Xeroderma Pigmentosum,Genodermatoses
767,Inflammatory,rare,diagnosis,False,Eosinophilic Granulomatosis With Polyangiitis,Eosinophilic Granulomatosis with Polyangiitis,Vascular & Urticarial
768,Neoplastic,rare,diagnosis,False,Verrucous Carcinoma,Verrucous Carcinoma,Malignant
766,Inflammatory,rare,diagnosis,False,Stevens-Johnson Syndrome,Stevens-Johnson Syndrome,Autoimmune
769,Other,moderate,diagnosis,False,Minoxidil-Induced Hypertrichosis,Minoxidil-Induced Hypertrichosis,Drug-Induced
771,Metabolic Systemic,rare,diagnosis,False,Insulinoma,Insulinoma,Endocrine-Associated
770,Inflammatory,rare,diagnosis,False,Systemic Necrotizing Vasculitis (Pr3-Anca-Associated),Systemic Necrotizing Vasculitis,Vascular & Urticarial
773,Neoplastic,rare,diagnosis,False,Malignant Phyllodes Tumor,Malignant Phyllodes Tumor,Malignant
772,Neoplastic,common,diagnosis,False,"Breast Cancer, Her-2 Overexpression Subtype","Breast Cancer, HER2-Positive Subtype",Malignant
774,Neoplastic,rare,diagnosis,False,Borderline Phyllodes Tumor,Borderline Phyllodes Tumor,Premalignant
776,Inflammatory,moderate,diagnosis,False,Bullous Pemphigoid,Bullous Pemphigoid,Autoimmune
777,Inflammatory,rare,diagnosis,False,Vogt-Koyanagi-Harada-Like Syndrome,Vogt-Koyanagi-Harada Syndrome,Autoimmune
775,Genetic Rare,rare,diagnosis,False,Junctional Epidermolysis Bullosa,Junctional Epidermolysis Bullosa,Genodermatoses
778,Other,rare,diagnosis,False,Cocaine-Induced Midline Destructive Lesion (Cimdl) / Cocaine-Levamisole-Associated Autoimmune Syndrome,Cocaine-Levamisole-Associated Autoimmune Syndrome,Drug-Induced
779,Inflammatory,rare,diagnosis,False,Cocaine/Levamisole-Associated Autoimmune Syndrome (Claas),Cocaine-Levamisole-Associated Vasculopathy,Vascular & Urticarial
781,Inflammatory,moderate,diagnosis,False,Iga Vasculitis Nephritis,IgA Vasculitis with Nephritis,Vascular & Urticarial
780,Metabolic Systemic,common,diagnosis,False,Primary Hypertension With Hypertensive Nephrosclerosis,Primary Hypertension With Hypertensive Nephrosclerosis,Systemic Disease Manifestations
782,Other,rare,diagnosis,False,Primary Mastoid Congenital Cholesteatoma,Primary Mastoid Congenital Cholesteatoma,Unclassified
783,Inflammatory,moderate,diagnosis,False,Behçet'S Disease,Behçet's Disease,Neutrophilic
784,Inflammatory,rare,diagnosis,False,Ticagrelor-Induced Drug Eruption,Ticagrelor-Induced Drug Eruption,Vascular & Urticarial
785,Inflammatory,rare,diagnosis,False,Satoyoshi Syndrome,Satoyoshi Syndrome,Autoimmune
786,Other,rare,diagnosis,False,Giant Emphysematous Bulla,Giant Emphysematous Bulla,Unclassified
788,Infectious,rare,diagnosis,False,Progressive Multifocal Leukoencephalopathy,Progressive Multifocal Leukoencephalopathy,Viral
787,Inflammatory,rare,diagnosis,False,Pemphigoid Gestationis,Pemphigoid Gestationis,Autoimmune
789,Neoplastic,common,diagnosis,False,Invasive Ductal Carcinoma With Focal Mucinous Differentiation,Invasive Ductal Carcinoma With Focal Mucinous Differentiation,Malignant
790,Metabolic Systemic,rare,diagnosis,False,Gastric Antral Vascular Ectasia,Gastric Antral Vascular Ectasia,Systemic Disease Manifestations
791,Inflammatory,moderate,diagnosis,False,Systemic Sclerosis (Limited Cutaneous),Systemic Sclerosis,Autoimmune
794,Neoplastic,common,diagnosis,False,Malignant Melanoma,Melanoma,Malignant
793,Neoplastic,moderate,diagnosis,True,Pilomatrixoma,Pilomatricoma,Benign
798,Neoplastic,rare,diagnosis,True,Mucinous Cystadenocarcinoma Of The Breast,Mucinous Cystadenocarcinoma Of The Breast,Malignant
799,Infectious,common,diagnosis,False,Tinea Faciei,Tinea Faciei,Fungal
800,Inflammatory,rare,diagnosis,False,Behçet Syndrome,Behçet's Disease,Neutrophilic
797,Inflammatory,rare,diagnosis,False,Anti-Mda5 Antibody-Positive Dermatomyositis,Anti-MDA5 Antibody-Associated Dermatomyositis,Autoimmune
802,Inflammatory,rare,diagnosis,False,Pustular Psoriasis With Polymyositis,Pustular Psoriasis With Polymyositis,Neutrophilic
801,Inflammatory,moderate,diagnosis,False,Iga Vasculitis With Nephritis,IgA Vasculitis with Nephritis,Vascular & Urticarial
804,Metabolic Systemic,moderate,diagnosis,False,Porphyria Cutanea Tarda,Porphyria Cutanea Tarda,Endocrine-Associated
803,Genetic Rare,rare,diagnosis,False,Epidermolytic Ichthyosis,Epidermolytic Ichthyosis,Genodermatoses
805,Inflammatory,moderate,diagnosis,False,Systemic Lupus Erythematosus,Systemic Lupus Erythematosus,Autoimmune
806,Genetic Rare,rare,diagnosis,False,Congenital Erosive And Vesicular Dermatosis,Congenital Erosive And Vesicular Dermatosis,Genodermatoses
807,Inflammatory,rare,diagnosis,False,Drug Reaction With Eosinophilia And Systemic Symptoms,Drug Reaction With Eosinophilia And Systemic Symptoms (DRESS) Syndrome,Eczematous
808,Hair Nail,rare,diagnosis,True,Trichostasis Spinulosa,Trichostasis Spinulosa,Hair Excess
811,Other,moderate,diagnosis,False,Secondary Raynaud'S Phenomenon Due To Local Cold Injury,Secondary Raynaud's Phenomenon,Unclassified
812,Infectious,rare,diagnosis,False,Mycobacterium Marinum Infection,Mycobacterium Marinum Infection,Bacterial
810,Genetic Rare,rare,diagnosis,False,Cardiofaciocutaneous Syndrome,Cardiofaciocutaneous Syndrome,Syndromic
813,Infectious,moderate,diagnosis,False,Furunculosis Due To Panton-Valentine Leukocidin-Positive Staphylococcus Aureus,Furunculosis Due To Panton-Valentine Leukocidin-Positive Staphylococcus Aureus,Bacterial
814,Inflammatory,rare,diagnosis,False,Eosinophilic Granulomatosis With Polyangiitis,Eosinophilic Granulomatosis with Polyangiitis,Vascular & Urticarial
815,Infectious,rare,diagnosis,True,Mucosal Leishmaniasis,Mucosal Leishmaniasis,Parasitic & Other
809,Other,rare,diagnosis,False,Granulomatous Variant Of Centrifugal Miliaria Profunda,Granulomatous Variant Of Centrifugal Miliaria Profunda,Traumatic & Environmental
817,Neoplastic,rare,diagnosis,False,Melanoma Of Unknown Primary,Melanoma Of Unknown Primary,Malignant
818,Neoplastic,rare,diagnosis,True,Atypical Perilobular Hemangioma,Atypical Perilobular Hemangioma,Vascular Tumours
820,Neoplastic,rare,diagnosis,True,Primary Anorectal Malignant Melanoma,Primary Anorectal Malignant Melanoma,Malignant
819,Inflammatory,rare,diagnosis,False,Granulomatosis With Polyangiitis,Granulomatosis With Polyangiitis,Vascular & Urticarial
821,Inflammatory,rare,diagnosis,False,Takayasu'S Arteritis,Takayasu's Arteritis,Vascular & Urticarial
823,Inflammatory,rare,diagnosis,False,Generalized Pustular Psoriasis,Generalized Pustular Psoriasis,Papulosquamous
822,Inflammatory,rare,diagnosis,False,Immune Checkpoint Inhibitor-Induced Bilateral Carpal Tunnel Syndrome,Immune Checkpoint Inhibitor-Induced Bilateral Carpal Tunnel Syndrome,Autoimmune
824,Inflammatory,rare,diagnosis,False,Acrodermatitis Continua Of Hallopeau,Acrodermatitis Continua of Hallopeau,Neutrophilic
825,Infectious,rare,diagnosis,False,Melioidosis,Melioidosis,Bacterial
829,Inflammatory,moderate,diagnosis,False,Palmoplantar Psoriasis,Palmoplantar Psoriasis,Papulosquamous
826,Neoplastic,rare,diagnosis,False,Smoldering Multiple Myeloma With Paraneoplastic Leukocytoclastic Vasculitis,Smoldering Multiple Myeloma With Paraneoplastic Leukocytoclastic Vasculitis,Malignant
828,Inflammatory,rare,diagnosis,False,Chronic Recurrent Multifocal Osteomyelitis,Chronic Recurrent Multifocal Osteomyelitis,Neutrophilic
830,Pigmentation,moderate,diagnosis,True,Acanthosis Nigricans,Acanthosis Nigricans,Hyperpigmentation
831,Inflammatory,moderate,diagnosis,True,Iga Vasculitis,IgA Vasculitis,Vascular & Urticarial
832,Inflammatory,moderate,diagnosis,True,Pustular Psoriasis,Pustular Psoriasis,Neutrophilic
833,Inflammatory,moderate,diagnosis,True,Hidradenitis Suppurativa,Hidradenitis Suppurativa,Neutrophilic
837,Neoplastic,rare,diagnosis,False,Trans-Differentiated Melanoma With Rhabdomyosarcomatous Differentiation,Trans-Differentiated Melanoma With Rhabdomyosarcomatous Differentiation,Malignant
834,Inflammatory,rare,diagnosis,False,"Asia Syndrome With Silicosis, Systemic Sclerosis, And Sjögren'S Syndrome","ASIA Syndrome with Silicosis, Systemic Sclerosis, and Sjögren's Syndrome",Autoimmune
838,Metabolic Systemic,common,diagnosis,False,Iron Deficiency Anemia,Iron Deficiency Anemia,Nutritional
836,Inflammatory,moderate,diagnosis,True,Dermatomyositis,Dermatomyositis,Autoimmune
839,Inflammatory,moderate,diagnosis,False,Dermatomyositis,Dermatomyositis,Autoimmune
840,Neoplastic,rare,diagnosis,False,Cutaneous Angiosarcoma,Cutaneous Angiosarcoma,Malignant
841,Neoplastic,rare,diagnosis,False,Alk-Negative Anaplastic Large Cell Lymphoma,ALK-Negative Anaplastic Large Cell Lymphoma,Malignant
842,Inflammatory,moderate,diagnosis,False,Discoid Lupus Erythematosus,Discoid Lupus Erythematosus,Autoimmune
844,Inflammatory,rare,diagnosis,False,Insulin Autoimmune Syndrome,Insulin Autoimmune Syndrome,Autoimmune
846,Neoplastic,rare,diagnosis,False,Encapsulated Papillary Carcinoma,Encapsulated Papillary Carcinoma,Malignant
847,Neoplastic,rare,diagnosis,False,Encapsulated Papillary Carcinoma,Encapsulated Papillary Carcinoma,Malignant
848,Neoplastic,moderate,diagnosis,True,Nodular Malignant Melanoma,Nodular Melanoma,Malignant
851,Infectious,rare,diagnosis,True,Crusted Scabies,Crusted Scabies,Parasitic & Other
849,Infectious,rare,diagnosis,False,Naganishia Albida (Cryptococcus Albidus) Infection,Naganishia Albida Infection,Fungal
850,Infectious,rare,diagnosis,True,Crusted Scabies,Crusted Scabies,Parasitic & Other
845,Inflammatory,moderate,diagnosis,False,Subacute Cutaneous Lupus Erythematosus,Subacute Cutaneous Lupus Erythematosus,Autoimmune
852,Infectious,rare,diagnosis,False,Disseminated Bartonella Henselae Infection,Disseminated Bartonella henselae Infection,Bacterial
853,Neoplastic,rare,diagnosis,False,Primary Oral Mucosal Melanoma,Primary Oral Mucosal Melanoma,Malignant
854,Neoplastic,rare,diagnosis,False,Dermatofibrosarcoma Protuberans,Dermatofibrosarcoma Protuberans,Malignant
855,Inflammatory,rare,diagnosis,False,Granulomatosis With Polyangiitis,Granulomatosis With Polyangiitis,Vascular & Urticarial
857,Inflammatory,moderate,diagnosis,True,Pyoderma Gangrenosum,Pyoderma Gangrenosum,Neutrophilic
856,Infectious,rare,diagnosis,False,Pediculus Humanus Capitis Infestation Of The Eyelashes,Pediculus Humanus Capitis Infestation of the Eyelashes,Parasitic & Other
858,Inflammatory,rare,diagnosis,False,Systemic Contact Dermatitis,Systemic Contact Dermatitis,Eczematous
859,Inflammatory,rare,diagnosis,True,Linear Psoriasis,Linear Psoriasis,Papulosquamous
861,Neoplastic,common,diagnosis,False,Papillary Thyroid Carcinoma,Papillary Thyroid Carcinoma,Malignant
860,Infectious,moderate,diagnosis,False,Erysipelas,Erysipelas,Bacterial
863,Neoplastic,rare,diagnosis,False,Dermatofibrosarcoma Protuberans,Dermatofibrosarcoma Protuberans,Malignant
862,Neoplastic,rare,diagnosis,True,Corneoscleral Mixed Hemangioma,Corneoscleral Mixed Hemangioma,Vascular Tumours
865,Inflammatory,rare,diagnosis,False,Drug Reaction With Eosinophilia And Systemic Symptoms (Dress) Syndrome,Drug Reaction With Eosinophilia And Systemic Symptoms (DRESS) Syndrome,Eczematous
866,Inflammatory,moderate,diagnosis,True,Dermatomyositis,Dermatomyositis,Autoimmune
864,Inflammatory,moderate,diagnosis,False,Iga Vasculitis (Henoch-Schönlein Purpura) Nephritis,IgA Vasculitis with Nephritis,Vascular & Urticarial
869,Genetic Rare,rare,diagnosis,False,Muir–Torre Syndrome,Muir–Torre Syndrome,Syndromic
867,Inflammatory,moderate,diagnosis,True,Alopecia Areata,Alopecia Areata,Autoimmune
868,Inflammatory,rare,diagnosis,False,Serum Sickness,Serum Sickness,Vascular & Urticarial
870,Infectious,rare,diagnosis,True,Cutaneous Protothecosis,Cutaneous Protothecosis,Parasitic & Other
871,Neoplastic,rare,diagnosis,False,Primary Nasal Mucosal Melanoma,Primary Nasal Mucosal Melanoma,Malignant
873,Neoplastic,common,diagnosis,False,"Invasive Ductal Carcinoma, Her2-Positive","Invasive Ductal Carcinoma, HER2-Positive",Malignant
875,Inflammatory,moderate,diagnosis,False,Hydroxychloroquine-Induced Pigmentation,Hydroxychloroquine-Induced Pigmentation,Unclassified
876,Other,moderate,diagnosis,True,Central Venous Catheter Malposition,Central Venous Catheter Malposition,Traumatic & Environmental
874,Neoplastic,rare,diagnosis,False,Hereditary Breast And Ovarian Cancer Syndrome,Hereditary Breast And Ovarian Cancer Syndrome,Premalignant
877,Metabolic Systemic,rare,diagnosis,True,Necrobiosis Lipoidica,Necrobiosis Lipoidica,Endocrine-Associated
878,Inflammatory,moderate,diagnosis,True,Pyoderma Gangrenosum,Pyoderma Gangrenosum,Neutrophilic
872,Other,rare,diagnosis,False,Port-Wine Stain With Ipsilateral Dural Vascular Malformation,Port-Wine Stain with Ipsilateral Dural Vascular Malformation,Unclassified
879,Neoplastic,common,diagnosis,False,Invasive Ductal Carcinoma Of The Breast,Invasive Ductal Carcinoma,Malignant
880,Neoplastic,common,other,False,Invasive Ductal Carcinoma (Metastatic Breast Cancer),Invasive Ductal Carcinoma,Malignant
881,Neoplastic,moderate,diagnosis,False,Multiple Myeloma,Multiple Myeloma,Malignant
883,Infectious,rare,diagnosis,True,Actinomadura Madurae Actinomycetoma,Actinomycetoma,Bacterial
885,Neoplastic,rare,diagnosis,False,Ectopic Acth Syndrome,Ectopic ACTH Syndrome,Malignant
882,Neoplastic,moderate,diagnosis,False,Follicular Lymphoma,Follicular Lymphoma,Malignant
884,Inflammatory,moderate,diagnosis,True,Bursitis,Bursitis,Neutrophilic
887,Neoplastic,rare,diagnosis,False,Squamoid Eccrine Ductal Carcinoma,Squamoid Eccrine Ductal Carcinoma,Malignant
888,Genetic Rare,rare,diagnosis,False,Recessive Dystrophic Epidermolysis Bullosa,Recessive Dystrophic Epidermolysis Bullosa,Genodermatoses
886,Neoplastic,rare,diagnosis,True,Benign Cutaneous Plexiform Hybrid Tumor Of Perineurioma And Cellular Neurothekeoma,Benign Cutaneous Plexiform Hybrid Tumor Of Perineurioma And Cellular Neurothekeoma,Benign
889,Inflammatory,moderate,diagnosis,False,Kawasaki Disease,Kawasaki Disease,Vascular & Urticarial
890,Infectious,moderate,diagnosis,True,Secondary Syphilis,Secondary Syphilis,Bacterial
891,Neoplastic,rare,diagnosis,True,Dermatofibrosarcoma Protuberans,Dermatofibrosarcoma Protuberans,Malignant
892,Inflammatory,moderate,diagnosis,False,Pemphigus Vulgaris,Pemphigus Vulgaris,Autoimmune
893,Inflammatory,moderate,diagnosis,False,Behçet'S Disease,Behçet's Disease,Neutrophilic
894,Inflammatory,moderate,diagnosis,False,Neuropsychiatric Systemic Lupus Erythematosus,Neuropsychiatric Systemic Lupus Erythematosus,Autoimmune
896,Inflammatory,moderate,diagnosis,True,Erythema Multiforme,Erythema Multiforme,Vascular & Urticarial
895,Metabolic Systemic,moderate,diagnosis,False,Corticosteroid-Induced Osteonecrosis,Corticosteroid-Induced Osteonecrosis,Endocrine-Associated
897,Metabolic Systemic,rare,diagnosis,False,Variegate Porphyria,Variegate Porphyria,Systemic Disease Manifestations
899,Inflammatory,rare,diagnosis,False,Anti-Lgi1 Autoimmune Limbic Encephalitis,Anti-LGI1 Autoimmune Limbic Encephalitis,Autoimmune
901,Infectious,moderate,diagnosis,True,Cutaneous Sporotrichosis,Cutaneous Sporotrichosis,Fungal
900,Infectious,moderate,diagnosis,True,Cutaneous Sporotrichosis,Cutaneous Sporotrichosis,Fungal
902,Inflammatory,rare,diagnosis,False,Takayasu Arteritis,Takayasu's Arteritis,Vascular & Urticarial
904,Inflammatory,moderate,diagnosis,False,Microscopic Polyangiitis,Microscopic Polyangiitis,Vascular & Urticarial
903,Inflammatory,rare,diagnosis,False,Anti-Pf4-Mediated Immunothrombosis (Spontaneous Hit),Anti-PF4-Mediated Immunothrombosis,Vascular & Urticarial
906,Inflammatory,moderate,diagnosis,True,Sweet Syndrome,Sweet's Syndrome,Neutrophilic
905,Neoplastic,rare,diagnosis,False,Acute Myeloid Leukemia With Dek::Nup214 Fusion,Acute Myeloid Leukemia With DEK::NUP214 Fusion,Malignant
907,Inflammatory,moderate,diagnosis,False,Dermatomyositis,Dermatomyositis,Autoimmune
908,Inflammatory,rare,diagnosis,False,Granulomatosis With Polyangiitis,Granulomatosis With Polyangiitis,Vascular & Urticarial
912,Genetic Rare,moderate,diagnosis,True,Neurofibromatosis Type 1,Neurofibromatosis Type 1,Syndromic
910,Neoplastic,rare,diagnosis,True,Primary Cutaneous Adenoid Cystic Carcinoma,Primary Cutaneous Adenoid Cystic Carcinoma,Malignant
913,Neoplastic,moderate,diagnosis,True,Acral Lentiginous Melanoma,Acral Lentiginous Melanoma,Malignant
915,Inflammatory,moderate,diagnosis,False,Amoxicillin-Induced Exanthema In The Setting Of Active Ebv Infection,Amoxicillin-Induced Exanthema In The Setting Of Active EBV Infection,Vascular & Urticarial
917,Neoplastic,rare,diagnosis,False,Hydroa Vacciniforme-Like Lymphoproliferative Disorder,Hydroa Vacciniforme-Like Lymphoproliferative Disorder,Malignant
916,Infectious,moderate,diagnosis,True,Cutaneous Leishmaniasis,Cutaneous Leishmaniasis,Parasitic & Other
914,Inflammatory,moderate,diagnosis,True,Subacute Cutaneous Lupus Erythematosus,Subacute Cutaneous Lupus Erythematosus,Autoimmune
919,Inflammatory,rare,diagnosis,False,Eosinophilic Granulomatosis With Polyangiitis,Eosinophilic Granulomatosis with Polyangiitis,Vascular & Urticarial
921,Neoplastic,moderate,diagnosis,True,Choroidal Melanoma,Choroidal Melanoma,Malignant
924,Inflammatory,moderate,diagnosis,True,Palmoplantar Pustulosis,Palmoplantar Pustulosis,Neutrophilic
928,Other,rare,diagnosis,False,Ileocecal Lipomatosis,Ileocecal Lipomatosis,Unclassified
