pid,role,derm_years,gp_years,years_experience,group,case_index,question_id,n_sources,correct_choice,correct_answer_text,llm_answer,llm_answer_text,llm_is_correct,initial_answer,final_answer,initial_correct,final_correct,answered,changed_answer,initial_eq_llm,final_eq_llm,switched_to_llm,switched_from_llm,n_support,n_support_rated,all_sources_support,any_source_supports,question_type,disease_category,disease_prevalence,original_disease,canonical_disease,disease_subcategory,question_structure
p39,Dermatologist,4-9 years,,4-9 years,13,4,794,2,B,Acute promyelocytic leukemia,B,Acute promyelocytic leukemia,True,B,B,True,True,True,False,True,True,False,False,0,2,False,False,mechanism,Inflammatory,common,Acne Vulgaris,Acne Vulgaris,Neutrophilic,vignette
p39,Dermatologist,4-9 years,,4-9 years,13,5,6756,3,C,Congenital epidermolysis bullosa,C,Congenital epidermolysis bullosa,True,C,C,True,True,True,False,True,True,False,False,1,3,False,True,diagnosis,Genetic Rare,rare,Epidermolysis Bullosa,Epidermolysis Bullosa,Genodermatoses,short_stem
p39,Dermatologist,4-9 years,,4-9 years,13,6,158,2,C,UV-B radiation,C,UV-B radiation,True,C,C,True,True,True,False,True,True,False,False,1,2,False,True,mechanism,Genetic Rare,rare,Xeroderma Pigmentosum,Xeroderma Pigmentosum,Genodermatoses,vignette
p39,Dermatologist,4-9 years,,4-9 years,13,7,1730,3,D,Coronary artery aneurysm,D,Coronary artery aneurysm,True,A,D,False,True,True,True,False,True,True,False,2,3,False,True,prognosis,Inflammatory,moderate,Kawasaki Disease,Kawasaki Disease,Vascular & Urticarial,vignette
p39,Dermatologist,4-9 years,,4-9 years,13,8,606,3,E,Dark-field microscopy,E,Dark-field microscopy,True,D,E,False,True,True,True,False,True,True,False,3,3,True,True,diagnosis,Infectious,moderate,Syphilis,Syphilis,Bacterial,vignette
p39,Dermatologist,4-9 years,,4-9 years,13,9,4712,1,D,T-Rifampicin 600 mg & T-clofazimine 300 mg once a month and T-clofazimine 50 mg daily + T. Dapsone 100 mg daily for 6 months,D,T-Rifampicin 600 mg & T-clofazimine 300 mg once a month and T-clofazimine 50 mg daily + T. Dapsone 100 mg daily for 6 months,True,D,D,True,True,True,False,True,True,False,False,0,1,False,False,treatment,Infectious,moderate,Leprosy,Leprosy,Bacterial,short_stem
p39,Dermatologist,4-9 years,,4-9 years,13,10,7405,3,B,VDRL test,B,VDRL test,True,B,B,True,True,True,False,True,True,False,False,3,3,True,True,diagnosis,Infectious,moderate,Syphilis,Syphilis,Bacterial,vignette
p39,Dermatologist,4-9 years,,4-9 years,13,11,1169,1,B,Macule,B,Macule,True,B,B,True,True,True,False,True,True,False,False,1,1,True,True,diagnosis,Other,common,General,General,Unclassified,short_stem
p39,Dermatologist,4-9 years,,4-9 years,13,12,1513,2,C,Verrucous epidermal nevus,D,Linear Darier's disease,False,C,C,True,True,True,False,False,False,False,False,1,2,False,True,diagnosis,Neoplastic,moderate,Verrucous Epidermal Nevus,Verrucous Epidermal Nevus,Benign,short_stem
p39,Dermatologist,4-9 years,,4-9 years,13,13,6146,1,A,Pellagra,A,Pellagra,True,A,A,True,True,True,False,True,True,False,False,1,1,True,True,diagnosis,Metabolic Systemic,rare,Pellagra,Pellagra,Nutritional,short_stem
p39,Dermatologist,4-9 years,,4-9 years,13,14,1214,3,A,Cryotherapy,F,Topical imiquimod,False,A,A,True,True,True,False,False,False,False,False,0,3,False,False,treatment,Infectious,common,Condyloma Acuminata,Condylomata Acuminata,Viral,vignette
p39,Dermatologist,4-9 years,,4-9 years,13,15,7310,3,B,Isotretinoin,B,Isotretinoin,True,B,B,True,True,True,False,True,True,False,False,3,3,True,True,treatment,Inflammatory,common,Acne Vulgaris,Acne Vulgaris,Neutrophilic,short_stem
p39,Dermatologist,4-9 years,,4-9 years,13,16,2652,3,A,SLE,A,SLE,True,A,A,True,True,True,False,True,True,False,False,2,3,False,True,diagnosis,Inflammatory,moderate,Systemic Lupus Erythematosus,Systemic Lupus Erythematosus,Autoimmune,short_stem
p42,Dermatologist,10+ years,,10+ years,14,1,7530,3,A,Angiosarcoma,A,Angiosarcoma,True,A,A,True,True,True,False,True,True,False,False,3,3,True,True,mechanism,Neoplastic,moderate,Kaposi Sarcoma,Kaposi Sarcoma,Vascular Tumours,vignette
p42,Dermatologist,10+ years,,10+ years,14,2,433,2,D,Increased urinary uroporphyrin,D,Increased urinary uroporphyrin,True,B,D,False,True,True,True,False,True,True,False,2,2,True,True,diagnosis,Metabolic Systemic,moderate,Porphyria Cutanea Tarda,Porphyria Cutanea Tarda,Systemic Disease Manifestations,vignette
p42,Dermatologist,10+ years,,10+ years,14,3,248,1,D,No pharmacotherapy,B,Doxycycline,False,A,A,False,False,True,False,False,False,False,False,1,1,True,True,treatment,Infectious,moderate,Cat Scratch Disease,Cat Scratch Disease,Bacterial,vignette
p42,Dermatologist,10+ years,,10+ years,14,4,1408,1,E,Trimethoprim-sulfamethoxazole,E,Trimethoprim-sulfamethoxazole,True,A,A,False,False,True,False,False,False,False,False,0,1,False,False,treatment,Infectious,rare,Nocardiosis,Nocardiosis,Bacterial,vignette
p42,Dermatologist,10+ years,,10+ years,14,5,6378,4,C,Dapsone,C,Dapsone,True,B,C,False,True,True,True,False,True,True,False,4,4,True,True,treatment,Inflammatory,moderate,Dermatitis Herpetiformis,Dermatitis Herpetiformis,Autoimmune,vignette
p42,Dermatologist,10+ years,,10+ years,14,6,8291,1,C,Histiocytosis X,C,Histiocytosis X,True,D,C,False,True,True,True,False,True,True,False,1,1,True,True,diagnosis,Neoplastic,rare,Langerhans Cell Histiocytosis,Langerhans Cell Histiocytosis,Malignant,short_stem
p42,Dermatologist,10+ years,,10+ years,14,7,455,2,B,Lymphocytic infiltrate at the dermal-epidermal junction,B,Lymphocytic infiltrate at the dermal-epidermal junction,True,B,B,True,True,True,False,True,True,False,False,1,2,False,True,diagnosis,Inflammatory,moderate,Lichen Planus,Lichen Planus,Papulosquamous,vignette
p42,Dermatologist,10+ years,,10+ years,14,8,6302,1,C,Verrucous epidermal nevus,A,Incontinentia pigmenti,False,C,A,True,False,True,True,False,True,True,False,1,1,True,True,diagnosis,Neoplastic,moderate,Verrucous Epidermal Nevus,Verrucous Epidermal Nevus,Benign,short_stem
p42,Dermatologist,10+ years,,10+ years,14,9,1395,3,C,Immunologic response to gluten,C,Immunologic response to gluten,True,D,C,False,True,True,True,False,True,True,False,3,3,True,True,diagnosis,Inflammatory,rare,Dermatitis Herpetiformis,Dermatitis Herpetiformis,Autoimmune,vignette
p42,Dermatologist,10+ years,,10+ years,14,10,4119,3,A,Benign mucous membrane pemphigoid,A,Benign mucous membrane pemphigoid,True,C,C,False,False,True,False,False,False,False,False,2,3,False,True,diagnosis,Inflammatory,rare,Mucous Membrane Pemphigoid,Mucous Membrane Pemphigoid,Autoimmune,short_stem
p42,Dermatologist,10+ years,,10+ years,14,11,1151,2,B,Sarcoidosis,B,Sarcoidosis,True,B,B,True,True,True,False,True,True,False,False,2,2,True,True,diagnosis,Metabolic Systemic,moderate,Sarcoidosis,Sarcoidosis,Systemic Disease Manifestations,vignette
p42,Dermatologist,10+ years,,10+ years,14,12,394,3,A,Donor T cells in the graft,A,Donor T cells in the graft,True,D,A,False,True,True,True,False,True,True,False,3,3,True,True,mechanism,Inflammatory,moderate,Graft-Versus-Host Disease,Graft-Versus-Host Disease,Autoimmune,vignette
p42,Dermatologist,10+ years,,10+ years,14,13,339,2,A,Sensory neuropathy,A,Sensory neuropathy,True,A,A,True,True,True,False,True,True,False,False,2,2,True,True,prognosis,Infectious,common,Herpes Zoster,Herpes Zoster,Viral,vignette
p42,Dermatologist,10+ years,,10+ years,14,14,9472,2,A,Granuloma annulare,A,Granuloma annulare,True,A,A,True,True,True,False,True,True,False,False,2,2,True,True,diagnosis,Inflammatory,moderate,Granuloma Annulare,Granuloma Annulare,Autoimmune,short_stem
p42,Dermatologist,10+ years,,10+ years,14,15,8992,3,A,Topical retinoids,A,Topical retinoids,True,A,A,True,True,True,False,True,True,False,False,3,3,True,True,treatment,Inflammatory,common,Acne Vulgaris,Acne Vulgaris,Neutrophilic,short_stem
p42,Dermatologist,10+ years,,10+ years,14,16,119,4,A,Intrastrand cross-linking of thymidine residues in DNA,A,Intrastrand cross-linking of thymidine residues in DNA,True,D,A,False,True,True,True,False,True,True,False,1,4,False,True,mechanism,Neoplastic,common,Squamous Cell Carcinoma,Squamous Cell Carcinoma,Malignant,vignette
p41,Dermatologist,10+ years,,10+ years,14,1,7530,3,A,Angiosarcoma,A,Angiosarcoma,True,A,A,True,True,True,False,True,True,False,False,2,3,False,True,mechanism,Neoplastic,moderate,Kaposi Sarcoma,Kaposi Sarcoma,Vascular Tumours,vignette
p41,Dermatologist,10+ years,,10+ years,14,2,433,2,D,Increased urinary uroporphyrin,D,Increased urinary uroporphyrin,True,D,D,True,True,True,False,True,True,False,False,1,2,False,True,diagnosis,Metabolic Systemic,moderate,Porphyria Cutanea Tarda,Porphyria Cutanea Tarda,Systemic Disease Manifestations,vignette
p41,Dermatologist,10+ years,,10+ years,14,3,248,1,D,No pharmacotherapy,B,Doxycycline,False,A,A,False,False,True,False,False,False,False,False,0,1,False,False,treatment,Infectious,moderate,Cat Scratch Disease,Cat Scratch Disease,Bacterial,vignette
p41,Dermatologist,10+ years,,10+ years,14,4,1408,1,E,Trimethoprim-sulfamethoxazole,E,Trimethoprim-sulfamethoxazole,True,E,E,True,True,True,False,True,True,False,False,0,1,False,False,treatment,Infectious,rare,Nocardiosis,Nocardiosis,Bacterial,vignette
p41,Dermatologist,10+ years,,10+ years,14,5,6378,4,C,Dapsone,C,Dapsone,True,C,C,True,True,True,False,True,True,False,False,3,4,False,True,treatment,Inflammatory,moderate,Dermatitis Herpetiformis,Dermatitis Herpetiformis,Autoimmune,vignette
p41,Dermatologist,10+ years,,10+ years,14,6,8291,1,C,Histiocytosis X,C,Histiocytosis X,True,C,C,True,True,True,False,True,True,False,False,1,1,True,True,diagnosis,Neoplastic,rare,Langerhans Cell Histiocytosis,Langerhans Cell Histiocytosis,Malignant,short_stem
p41,Dermatologist,10+ years,,10+ years,14,7,455,2,B,Lymphocytic infiltrate at the dermal-epidermal junction,B,Lymphocytic infiltrate at the dermal-epidermal junction,True,B,B,True,True,True,False,True,True,False,False,0,2,False,False,diagnosis,Inflammatory,moderate,Lichen Planus,Lichen Planus,Papulosquamous,vignette
p41,Dermatologist,10+ years,,10+ years,14,8,6302,1,C,Verrucous epidermal nevus,A,Incontinentia pigmenti,False,C,C,True,True,True,False,False,False,False,False,0,1,False,False,diagnosis,Neoplastic,moderate,Verrucous Epidermal Nevus,Verrucous Epidermal Nevus,Benign,short_stem
p41,Dermatologist,10+ years,,10+ years,14,9,1395,3,C,Immunologic response to gluten,C,Immunologic response to gluten,True,C,C,True,True,True,False,True,True,False,False,2,3,False,True,diagnosis,Inflammatory,rare,Dermatitis Herpetiformis,Dermatitis Herpetiformis,Autoimmune,vignette
p41,Dermatologist,10+ years,,10+ years,14,10,4119,3,A,Benign mucous membrane pemphigoid,A,Benign mucous membrane pemphigoid,True,C,C,False,False,True,False,False,False,False,False,1,3,False,True,diagnosis,Inflammatory,rare,Mucous Membrane Pemphigoid,Mucous Membrane Pemphigoid,Autoimmune,short_stem
p41,Dermatologist,10+ years,,10+ years,14,11,1151,2,B,Sarcoidosis,B,Sarcoidosis,True,B,B,True,True,True,False,True,True,False,False,0,2,False,False,diagnosis,Metabolic Systemic,moderate,Sarcoidosis,Sarcoidosis,Systemic Disease Manifestations,vignette
p41,Dermatologist,10+ years,,10+ years,14,12,394,3,A,Donor T cells in the graft,A,Donor T cells in the graft,True,A,A,True,True,True,False,True,True,False,False,1,3,False,True,mechanism,Inflammatory,moderate,Graft-Versus-Host Disease,Graft-Versus-Host Disease,Autoimmune,vignette
p41,Dermatologist,10+ years,,10+ years,14,13,339,2,A,Sensory neuropathy,A,Sensory neuropathy,True,A,A,True,True,True,False,True,True,False,False,1,2,False,True,prognosis,Infectious,common,Herpes Zoster,Herpes Zoster,Viral,vignette
p41,Dermatologist,10+ years,,10+ years,14,14,9472,2,A,Granuloma annulare,A,Granuloma annulare,True,A,A,True,True,True,False,True,True,False,False,2,2,True,True,diagnosis,Inflammatory,moderate,Granuloma Annulare,Granuloma Annulare,Autoimmune,short_stem
p41,Dermatologist,10+ years,,10+ years,14,15,8992,3,A,Topical retinoids,A,Topical retinoids,True,A,A,True,True,True,False,True,True,False,False,3,3,True,True,treatment,Inflammatory,common,Acne Vulgaris,Acne Vulgaris,Neutrophilic,short_stem
p41,Dermatologist,10+ years,,10+ years,14,16,119,4,A,Intrastrand cross-linking of thymidine residues in DNA,A,Intrastrand cross-linking of thymidine residues in DNA,True,A,A,True,True,True,False,True,True,False,False,3,4,False,True,mechanism,Neoplastic,common,Squamous Cell Carcinoma,Squamous Cell Carcinoma,Malignant,vignette
p40,Dermatologist,10+ years,,10+ years,14,1,7530,3,A,Angiosarcoma,A,Angiosarcoma,True,A,A,True,True,True,False,True,True,False,False,2,3,False,True,mechanism,Neoplastic,moderate,Kaposi Sarcoma,Kaposi Sarcoma,Vascular Tumours,vignette
p40,Dermatologist,10+ years,,10+ years,14,2,433,2,D,Increased urinary uroporphyrin,D,Increased urinary uroporphyrin,True,D,D,True,True,True,False,True,True,False,False,1,2,False,True,diagnosis,Metabolic Systemic,moderate,Porphyria Cutanea Tarda,Porphyria Cutanea Tarda,Systemic Disease Manifestations,vignette
p40,Dermatologist,10+ years,,10+ years,14,3,248,1,D,No pharmacotherapy,B,Doxycycline,False,A,A,False,False,True,False,False,False,False,False,0,1,False,False,treatment,Infectious,moderate,Cat Scratch Disease,Cat Scratch Disease,Bacterial,vignette
p40,Dermatologist,10+ years,,10+ years,14,4,1408,1,E,Trimethoprim-sulfamethoxazole,E,Trimethoprim-sulfamethoxazole,True,B,B,False,False,True,False,False,False,False,False,0,1,False,False,treatment,Infectious,rare,Nocardiosis,Nocardiosis,Bacterial,vignette
p40,Dermatologist,10+ years,,10+ years,14,5,6378,4,C,Dapsone,C,Dapsone,True,C,C,True,True,True,False,True,True,False,False,3,4,False,True,treatment,Inflammatory,moderate,Dermatitis Herpetiformis,Dermatitis Herpetiformis,Autoimmune,vignette
p40,Dermatologist,10+ years,,10+ years,14,6,8291,1,C,Histiocytosis X,C,Histiocytosis X,True,C,C,True,True,True,False,True,True,False,False,1,1,True,True,diagnosis,Neoplastic,rare,Langerhans Cell Histiocytosis,Langerhans Cell Histiocytosis,Malignant,short_stem
p40,Dermatologist,10+ years,,10+ years,14,7,455,2,B,Lymphocytic infiltrate at the dermal-epidermal junction,B,Lymphocytic infiltrate at the dermal-epidermal junction,True,A,B,False,True,True,True,False,True,True,False,2,2,True,True,diagnosis,Inflammatory,moderate,Lichen Planus,Lichen Planus,Papulosquamous,vignette
p40,Dermatologist,10+ years,,10+ years,14,8,6302,1,C,Verrucous epidermal nevus,A,Incontinentia pigmenti,False,C,C,True,True,True,False,False,False,False,False,0,1,False,False,diagnosis,Neoplastic,moderate,Verrucous Epidermal Nevus,Verrucous Epidermal Nevus,Benign,short_stem
p40,Dermatologist,10+ years,,10+ years,14,9,1395,3,C,Immunologic response to gluten,C,Immunologic response to gluten,True,E,E,False,False,True,False,False,False,False,False,1,3,False,True,diagnosis,Inflammatory,rare,Dermatitis Herpetiformis,Dermatitis Herpetiformis,Autoimmune,vignette
p40,Dermatologist,10+ years,,10+ years,14,10,4119,3,A,Benign mucous membrane pemphigoid,A,Benign mucous membrane pemphigoid,True,C,C,False,False,True,False,False,False,False,False,3,3,True,True,diagnosis,Inflammatory,rare,Mucous Membrane Pemphigoid,Mucous Membrane Pemphigoid,Autoimmune,short_stem
p40,Dermatologist,10+ years,,10+ years,14,11,1151,2,B,Sarcoidosis,B,Sarcoidosis,True,B,B,True,True,True,False,True,True,False,False,2,2,True,True,diagnosis,Metabolic Systemic,moderate,Sarcoidosis,Sarcoidosis,Systemic Disease Manifestations,vignette
p40,Dermatologist,10+ years,,10+ years,14,12,394,3,A,Donor T cells in the graft,A,Donor T cells in the graft,True,D,A,False,True,True,True,False,True,True,False,1,3,False,True,mechanism,Inflammatory,moderate,Graft-Versus-Host Disease,Graft-Versus-Host Disease,Autoimmune,vignette
p40,Dermatologist,10+ years,,10+ years,14,13,339,2,A,Sensory neuropathy,A,Sensory neuropathy,True,A,A,True,True,True,False,True,True,False,False,2,2,True,True,prognosis,Infectious,common,Herpes Zoster,Herpes Zoster,Viral,vignette
p40,Dermatologist,10+ years,,10+ years,14,14,9472,2,A,Granuloma annulare,A,Granuloma annulare,True,A,A,True,True,True,False,True,True,False,False,2,2,True,True,diagnosis,Inflammatory,moderate,Granuloma Annulare,Granuloma Annulare,Autoimmune,short_stem
p40,Dermatologist,10+ years,,10+ years,14,15,8992,3,A,Topical retinoids,A,Topical retinoids,True,A,A,True,True,True,False,True,True,False,False,3,3,True,True,treatment,Inflammatory,common,Acne Vulgaris,Acne Vulgaris,Neutrophilic,short_stem
p40,Dermatologist,10+ years,,10+ years,14,16,119,4,A,Intrastrand cross-linking of thymidine residues in DNA,A,Intrastrand cross-linking of thymidine residues in DNA,True,A,A,True,True,True,False,True,True,False,False,3,4,False,True,mechanism,Neoplastic,common,Squamous Cell Carcinoma,Squamous Cell Carcinoma,Malignant,vignette
p44,Dermatology resident,,,,15,1,1487,3,A,Oral griseofulvin therapy,A,Oral griseofulvin therapy,True,A,A,True,True,True,False,True,True,False,False,2,3,False,True,treatment,Infectious,common,Tinea Capitis,Tinea Capitis,Fungal,short_stem
p44,Dermatology resident,,,,15,2,1810,3,B,Lamellar ichthyosis,B,Lamellar ichthyosis,True,B,B,True,True,True,False,True,True,False,False,2,3,False,True,diagnosis,Genetic Rare,rare,Lamellar Ichthyosis,Lamellar Ichthyosis,Genodermatoses,vignette
p44,Dermatology resident,,,,15,3,8749,1,A,Pautrier's micro abscess,A,Pautrier's micro abscess,True,A,A,True,True,True,False,True,True,False,False,0,1,False,False,diagnosis,Neoplastic,moderate,Mycosis Fungoides,Mycosis Fungoides,Malignant,vignette
p44,Dermatology resident,,,,15,4,322,3,B,Apocrine gland,B,Apocrine gland,True,B,B,True,True,True,False,True,True,False,False,3,3,True,True,mechanism,Other,common,General,General,Unclassified,short_stem
p44,Dermatology resident,,,,15,5,3273,2,C,Melasma may or may not return with each subsequent pregnancy,C,Melasma may or may not return with each subsequent pregnancy,True,C,C,True,True,True,False,True,True,False,False,1,2,False,True,prognosis,Pigmentation,moderate,Melasma,Melasma,Hyperpigmentation,vignette
p44,Dermatology resident,,,,15,6,57,3,B,Scalded skin syndrome,B,Scalded skin syndrome,True,B,B,True,True,True,False,True,True,False,False,1,3,False,True,diagnosis,Infectious,moderate,Staphylococcal Scalded Skin Syndrome,Staphylococcal Scalded Skin Syndrome,Bacterial,vignette
p44,Dermatology resident,,,,15,7,1085,2,C,Inhibition of thymidylate synthase,C,Inhibition of thymidylate synthase,True,E,E,False,False,True,False,False,False,False,False,0,2,False,False,mechanism,Neoplastic,common,Basal Cell Carcinoma,Basal Cell Carcinoma,Malignant,vignette
p44,Dermatology resident,,,,15,8,9711,3,A,Wiskott Aldrich syndrome,A,Wiskott Aldrich syndrome,True,A,A,True,True,True,False,True,True,False,False,2,3,False,True,diagnosis,Genetic Rare,rare,Wiskott-Aldrich Syndrome,Wiskott-Aldrich Syndrome,Syndromic,short_stem
p44,Dermatology resident,,,,15,9,1944,1,A,Niacin,A,Niacin,True,A,A,True,True,True,False,True,True,False,False,1,1,True,True,diagnosis,Metabolic Systemic,rare,Pellagra,Pellagra,Nutritional,short_stem
p44,Dermatology resident,,,,15,10,7595,4,A,Retinoids,A,Retinoids,True,A,A,True,True,True,False,True,True,False,False,4,4,True,True,treatment,Inflammatory,common,Acne Vulgaris,Acne Vulgaris,Neutrophilic,short_stem
p44,Dermatology resident,,,,15,11,4935,3,B,The dorsal root ganglion of the C7 spinal nerve,B,The dorsal root ganglion of the C7 spinal nerve,True,B,B,True,True,True,False,True,True,False,False,3,3,True,True,mechanism,Infectious,common,Herpes Zoster,Herpes Zoster,Viral,vignette
p44,Dermatology resident,,,,15,12,258,4,D,Cervical carcinoma,D,Cervical carcinoma,True,D,D,True,True,True,False,True,True,False,False,3,4,False,True,epidemiology,Infectious,common,Condyloma Acuminata (Genital Warts / Hpv Infection),Condylomata Acuminata,Viral,vignette
p44,Dermatology resident,,,,15,13,2490,1,C,Verrucous epidermal nevus,A,Incontinentia pigmenti,False,D,D,False,False,True,False,False,False,False,False,0,1,False,False,diagnosis,Neoplastic,moderate,Verrucous Epidermal Nevus,Verrucous Epidermal Nevus,Benign,short_stem
p44,Dermatology resident,,,,15,14,1113,3,D,Cryotherapy or podophyllotoxin (0.15% topically),D,Cryotherapy or podophyllotoxin (0.15% topically),True,D,D,True,True,True,False,True,True,False,False,1,3,False,True,treatment,Infectious,common,Molluscum Contagiosum,Molluscum Contagiosum,Viral,vignette
p44,Dermatology resident,,,,15,15,2766,2,B,TEN,B,TEN,True,D,B,False,True,True,True,False,True,True,False,0,2,False,False,diagnosis,Inflammatory,rare,Toxic Epidermal Necrolysis,Toxic Epidermal Necrolysis,Autoimmune,vignette
p44,Dermatology resident,,,,15,16,8890,1,A,Treatment is with warm compresses and oral antibiotics,B,"Biopsy of the nipple, revealing malignant cells within the milk ducts, is invariably associated with an underlying invasive carcinoma",False,C,B,False,False,True,True,False,True,True,False,1,1,True,True,treatment,Neoplastic,rare,Paget'S Disease Of The Nipple,Paget's Disease of the Nipple,Malignant,short_stem
p45,Dermatologist,10+ years,,10+ years,15,1,1487,3,A,Oral griseofulvin therapy,A,Oral griseofulvin therapy,True,A,A,True,True,True,False,True,True,False,False,2,3,False,True,treatment,Infectious,common,Tinea Capitis,Tinea Capitis,Fungal,short_stem
p45,Dermatologist,10+ years,,10+ years,15,2,1810,3,B,Lamellar ichthyosis,B,Lamellar ichthyosis,True,B,B,True,True,True,False,True,True,False,False,1,3,False,True,diagnosis,Genetic Rare,rare,Lamellar Ichthyosis,Lamellar Ichthyosis,Genodermatoses,vignette
p45,Dermatologist,10+ years,,10+ years,15,3,8749,1,A,Pautrier's micro abscess,A,Pautrier's micro abscess,True,A,A,True,True,True,False,True,True,False,False,0,1,False,False,diagnosis,Neoplastic,moderate,Mycosis Fungoides,Mycosis Fungoides,Malignant,vignette
p45,Dermatologist,10+ years,,10+ years,15,4,322,3,B,Apocrine gland,B,Apocrine gland,True,B,B,True,True,True,False,True,True,False,False,3,3,True,True,mechanism,Other,common,General,General,Unclassified,short_stem
p45,Dermatologist,10+ years,,10+ years,15,5,3273,2,C,Melasma may or may not return with each subsequent pregnancy,C,Melasma may or may not return with each subsequent pregnancy,True,C,C,True,True,True,False,True,True,False,False,2,2,True,True,prognosis,Pigmentation,moderate,Melasma,Melasma,Hyperpigmentation,vignette
p45,Dermatologist,10+ years,,10+ years,15,6,57,3,B,Scalded skin syndrome,B,Scalded skin syndrome,True,B,B,True,True,True,False,True,True,False,False,1,3,False,True,diagnosis,Infectious,moderate,Staphylococcal Scalded Skin Syndrome,Staphylococcal Scalded Skin Syndrome,Bacterial,vignette
p45,Dermatologist,10+ years,,10+ years,15,7,1085,2,C,Inhibition of thymidylate synthase,C,Inhibition of thymidylate synthase,True,C,C,True,True,True,False,True,True,False,False,1,2,False,True,mechanism,Neoplastic,common,Basal Cell Carcinoma,Basal Cell Carcinoma,Malignant,vignette
p45,Dermatologist,10+ years,,10+ years,15,8,9711,3,A,Wiskott Aldrich syndrome,A,Wiskott Aldrich syndrome,True,A,A,True,True,True,False,True,True,False,False,2,3,False,True,diagnosis,Genetic Rare,rare,Wiskott-Aldrich Syndrome,Wiskott-Aldrich Syndrome,Syndromic,short_stem
p45,Dermatologist,10+ years,,10+ years,15,9,1944,1,A,Niacin,A,Niacin,True,A,A,True,True,True,False,True,True,False,False,1,1,True,True,diagnosis,Metabolic Systemic,rare,Pellagra,Pellagra,Nutritional,short_stem
p45,Dermatologist,10+ years,,10+ years,15,10,7595,4,A,Retinoids,A,Retinoids,True,A,A,True,True,True,False,True,True,False,False,4,4,True,True,treatment,Inflammatory,common,Acne Vulgaris,Acne Vulgaris,Neutrophilic,short_stem
p45,Dermatologist,10+ years,,10+ years,15,11,4935,3,B,The dorsal root ganglion of the C7 spinal nerve,B,The dorsal root ganglion of the C7 spinal nerve,True,B,B,True,True,True,False,True,True,False,False,2,3,False,True,mechanism,Infectious,common,Herpes Zoster,Herpes Zoster,Viral,vignette
p45,Dermatologist,10+ years,,10+ years,15,12,258,4,D,Cervical carcinoma,D,Cervical carcinoma,True,D,D,True,True,True,False,True,True,False,False,0,4,False,False,epidemiology,Infectious,common,Condyloma Acuminata (Genital Warts / Hpv Infection),Condylomata Acuminata,Viral,vignette
p45,Dermatologist,10+ years,,10+ years,15,13,2490,1,C,Verrucous epidermal nevus,A,Incontinentia pigmenti,False,C,A,True,False,True,True,False,True,True,False,1,1,True,True,diagnosis,Neoplastic,moderate,Verrucous Epidermal Nevus,Verrucous Epidermal Nevus,Benign,short_stem
p45,Dermatologist,10+ years,,10+ years,15,14,1113,3,D,Cryotherapy or podophyllotoxin (0.15% topically),D,Cryotherapy or podophyllotoxin (0.15% topically),True,D,D,True,True,True,False,True,True,False,False,1,3,False,True,treatment,Infectious,common,Molluscum Contagiosum,Molluscum Contagiosum,Viral,vignette
p45,Dermatologist,10+ years,,10+ years,15,15,2766,2,B,TEN,B,TEN,True,A,A,False,False,True,False,False,False,False,False,0,2,False,False,diagnosis,Inflammatory,rare,Toxic Epidermal Necrolysis,Toxic Epidermal Necrolysis,Autoimmune,vignette
p45,Dermatologist,10+ years,,10+ years,15,16,8890,1,A,Treatment is with warm compresses and oral antibiotics,B,"Biopsy of the nipple, revealing malignant cells within the milk ducts, is invariably associated with an underlying invasive carcinoma",False,A,B,True,False,True,True,False,True,True,False,0,1,False,False,treatment,Neoplastic,rare,Paget'S Disease Of The Nipple,Paget's Disease of the Nipple,Malignant,short_stem
p43,Dermatologist,4-9 years,,4-9 years,15,1,1487,3,A,Oral griseofulvin therapy,A,Oral griseofulvin therapy,True,A,A,True,True,True,False,True,True,False,False,2,3,False,True,treatment,Infectious,common,Tinea Capitis,Tinea Capitis,Fungal,short_stem
p43,Dermatologist,4-9 years,,4-9 years,15,2,1810,3,B,Lamellar ichthyosis,B,Lamellar ichthyosis,True,C,B,False,True,True,True,False,True,True,False,1,3,False,True,diagnosis,Genetic Rare,rare,Lamellar Ichthyosis,Lamellar Ichthyosis,Genodermatoses,vignette
p43,Dermatologist,4-9 years,,4-9 years,15,3,8749,1,A,Pautrier's micro abscess,A,Pautrier's micro abscess,True,A,A,True,True,True,False,True,True,False,False,0,1,False,False,diagnosis,Neoplastic,moderate,Mycosis Fungoides,Mycosis Fungoides,Malignant,vignette
p43,Dermatologist,4-9 years,,4-9 years,15,4,322,3,B,Apocrine gland,B,Apocrine gland,True,B,B,True,True,True,False,True,True,False,False,3,3,True,True,mechanism,Other,common,General,General,Unclassified,short_stem
p43,Dermatologist,4-9 years,,4-9 years,15,5,3273,2,C,Melasma may or may not return with each subsequent pregnancy,C,Melasma may or may not return with each subsequent pregnancy,True,D,C,False,True,True,True,False,True,True,False,1,2,False,True,prognosis,Pigmentation,moderate,Melasma,Melasma,Hyperpigmentation,vignette
p43,Dermatologist,4-9 years,,4-9 years,15,6,57,3,B,Scalded skin syndrome,B,Scalded skin syndrome,True,B,B,True,True,True,False,True,True,False,False,1,3,False,True,diagnosis,Infectious,moderate,Staphylococcal Scalded Skin Syndrome,Staphylococcal Scalded Skin Syndrome,Bacterial,vignette
